Fundo,CNPJ,Cota/Classe,Tipo,Data deliberação,Data emissão / 1ª integralização,Data encerramento/oferta,Quantidade,Volume,VNU,Remuneração,Juros/remuneração,Amortização principal,Status/evidência,Fonte,Status curadoria
CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS II-RESPONSABILIDADE LIMITADA,50.988.212/0001-05,1ª Série,,08/08/2025 17:00,Não identificada na extração offline,,,"R$ 50.000.000,00",,,,"sente Assembleia foi dispensada de convocação, na forma da regulamentação aplicável, em virtude da presença dos cotistas titulares de 100% (cem por cento) das Cotas emitidas pelo Fundo (""Cotistas. 3.MESA: Presidente Sra. Luciene Ferreira e Secretário Sr. André Nogueira; 4.ORDEM DO DIA: Deliberar sobre: (i)O cancelamento da amortização extraordinária das Cotas Seniores da 1ª Série do Fundo, no montante total de R$ 50…",evento de cota,963870_assembleia_assembleia_963870_2025-08-08.pdf · ID 963870 · 08/08/2025 17:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS II-RESPONSABILIDADE LIMITADA,50.988.212/0001-05,,,21/08/2025 17:00,Não identificada na extração offline,,,"R$ 7.700.000,00",,,,"resente Assembleia foi dispensada de convocação, na forma da regulamentação aplicável, em virtude da presença dos cotistas titulares de 100% (cem por cento) das Cotas emitidas pelo Fundo (""Cotistas. 3.MESA: Presidente Sra. Luciene Ferreira e Secretário Sr. André Nogueira; 4.ORDEM DO DIA: Deliberar sobre: (i)A realização de amortização extraordinária das Cotas Seniores da 1ª Série do Fundo, no montante total de R$ 60…",evento de cota,975860_assembleia_assembleia_975860_2025-08-21.pdf · ID 975860 · 21/08/2025 17:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS II-RESPONSABILIDADE LIMITADA,50.988.212/0001-05,,,05/09/2025 10:00,Não identificada na extração offline,,,"R$ 59.261.223,86",,,,"presente Assembleia foi dispensada de convocação, na forma da regulamentação aplicável, em virtude da presença dos cotistas titulares de 100% (cem por cento) das Cotas emitidas pelo Fundo (""Cotistas. 3.MESA: Presidente Sra. Luciene Ferreira e Secretário Sr. Lucas Mattos; 4.ORDEM DO DIA: Deliberar sobre: (i)A realização de amortização extraordinária das Cotas Seniores da 1ª Série do Fundo, no montante total de R$ 60.…",evento de cota,986754_assembleia_assembleia_986754_2025-09-05.pdf · ID 986754 · 05/09/2025 10:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CARTÃO DE COMPRA SUPPLIER FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS II-RESPONSABILIDADE LIMITADA,50.988.212/0001-05,cotas subordinadas juniores,Subordinada,27/01/2026 11:00,Não identificada na extração offline,,,"R$ 10.000.000,00",,": (i) APROVAR Seniores da 1ª Série) para ajustar sua Data de Resgate das Cotas Seniores e seu Índices Referencial das Cotas Seniores, na forma dos Anexos I da presente ata. As Cotas Seniores da 1ª Série terão sua Datas de Resgate prorrogada em 180 dias, contados a partir de 30 de janeiro de 2026, e seu spread ajustado para CDI + 1,28% (um inteiro e vinte e oito centésimos por cento); (ii) APROVAR Índices Referenciai…",": (i) APROVAR Seniores da 1ª Série) para ajustar sua Data de Resgate das Cotas Seniores e seu Índices Referencial das Cotas Seniores, na forma dos Anexos I da presente ata. As Cotas Seniores da 1ª Série terão sua Datas de Resgate prorrogada em 180 dias, contados a partir de 30 de janeiro de 2026, e seu spread ajustado para CDI + 1,28% (um inteiro e vinte e oito centésimos por cento); (ii) APROVAR Índices Referenciai…","obre: (i) A alteração do Suplemento da 1ª Série de Cotas da Subclasse Sênior do Fundo, para alterar a Data de Resgate das Cotas Seniores e o Índice Referencial das Cotas Seniores; (ii) A alteração do Suplemento da 4ª Série de Cotas da Subclasse Sênior do Fundo, para alterar a Data de Resgate das Cotas Seniores, as Datas de Amortização e o Índice Referencial das Cotas Seniores; (iii) A amortização extraordinária de c…",evento de cota,1094865_assembleia_assembleia_1094865_2026-01-27.pdf · ID 1094865 · 27/01/2026 11:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ANGÁ FGTS I - RESPONSABILIDADE LIMITADA,51.957.370/0001-52,Cotas Seniores,Sênior,14/09/2023,Não identificada na extração offline,,,,,"s não se subordinam às Cotas Subordinadas Mezanino e às Cotas Subordinadas Juniores para efeito de amortização, resgate e distribuição dos rendimentos da carteira do Fundo, nos termos do presente Regulamento. 1.34. As Cotas Seniores poderão ser divididas em Séries com valores e prazos diferenciados para amortização e remuneração. 1.35. As Cotas Subordinadas Mezanino são aquelas que se subordinam às Cotas Seniores pa…","s não se subordinam às Cotas Subordinadas Mezanino e às Cotas Subordinadas Juniores para efeito de amortização, resgate e distribuição dos rendimentos da carteira do Fundo, nos termos do presente Regulamento. 1.34. As Cotas Seniores poderão ser divididas em Séries com valores e prazos diferenciados para amortização e remuneração. 1.35. As Cotas Subordinadas Mezanino são aquelas que se subordinam às Cotas Seniores pa…","alizados e transferidos para a Conta de Liquidação, prazo esse a ser contado do evento que por último ocorrer., 1.29. A cobrança dos Direitos Creditórios Inadimplidos será realizada pelo Agente de Cobrança nos termos da Política de Cobrança descrita no Anexo III a este Regulamento. CAPÍTULO VII – DA EMISSÃO, DA AMORTIZAÇÃO E DO RESGATE DE COTAS 1.30. As Cotas do Fundo correspondem a fraçõ es ideais do seu patrimônio…",evento de cota,520822_regulamento_regulamento_520822_2023-09-14.pdf · ID 520822 · 14/09/2023,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ANGÁ FGTS I - RESPONSABILIDADE LIMITADA,51.957.370/0001-52,COTAS SUBORDINADAS,Subordinada,15/09/2023,Não identificada na extração offline,,,"R$ 100.000,00",,,,"ões das circunstâncias, revogação, modificação, suspensão ou cancelamento da Oferta, tal cronograma poderá ser alterado. Para informações sobre manifestação de aceitação à Oferta, manifestação de revogação da aceitação à Oferta, modificação da Oferta, suspensão da Oferta e cancelamento ou revogação da Oferta, e sobre os prazos, termos, condições e forma para devolução e reembolso dos valores dados em contrapartida à…",emissão,525830_emissao_emissao_525830_2023-09-15.pdf · ID 525830 · 15/09/2023,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ANGÁ FGTS I - RESPONSABILIDADE LIMITADA,51.957.370/0001-52,COTAS SENIORES E COTAS,Sênior,20/09/2023,Não identificada na extração offline,,,"R$ 675.000.000,00",,,,"ões das circunstâncias, revogação, modificação, suspensão ou cancelamento da Oferta, tal cronograma poderá ser alterado. Para informações sobre manifestação de aceitação à Oferta, manifestação de revogação da aceitação à Oferta, modificação da Oferta, suspensão da Oferta e cancelamento ou revogação da Oferta, e sobre os prazos, termos, condições e forma para devolução e reembolso dos valores dados em contrapartida à…",emissão,524036_emissao_emissao_524036_2023-09-20.pdf · ID 524036 · 20/09/2023,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ANGÁ FGTS I - RESPONSABILIDADE LIMITADA,51.957.370/0001-52,Cotas Subordinadas Juniores,Subordinada,21/09/2023 14:00,Não identificada na extração offline,,,"R$1.000,00",,"MBLEIA GERAL EXTRAORDINÁRIA DE COTISTAS REALIZADA EM 21 DE SETEMBRO DE 2023 Suplemento de Cotas Subordinadas Juniores Suplemento referente à 2ª (Segunda) emissão de Cotas Subordinadas Juniores, realizada nos termos do Regulamento do FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ANGÁ FGTS I 1. Benchmark (Meta de rentabilidade). As Cotas Subordinadas Ordinárias não possuem Benchmark de rentabilidade pré -definido, e a…","MBLEIA GERAL EXTRAORDINÁRIA DE COTISTAS REALIZADA EM 21 DE SETEMBRO DE 2023 Suplemento de Cotas Subordinadas Juniores Suplemento referente à 2ª (Segunda) emissão de Cotas Subordinadas Juniores, realizada nos termos do Regulamento do FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ANGÁ FGTS I 1. Benchmark (Meta de rentabilidade). As Cotas Subordinadas Ordinárias não possuem Benchmark de rentabilidade pré -definido, e a…","6.4. O Coordenador Líder poderá encerrar a Oferta, a exclusivo critério dos Coordenadores, caso seja atingido o patamar mínimo de distribuição de 32.813 (trinta e duas mil e oitocentas e treze) Cotas Subordinadas Juniores da 2ª Emissão, desde que atendida a Razão de Garantia. O saldo não colocado será cancelado. 7. Amortização e resgate. As Cotas Subordinadas Juniores da 2ª Emissão serão amortizadas (i) segundo Regi…",evento de cota,524439_assembleia_assembleia_524439_2023-09-21.pdf · ID 524439 · 21/09/2023 14:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ANGÁ FGTS I - RESPONSABILIDADE LIMITADA,51.957.370/0001-52,Cotas Seniores,Sênior,22/09/2023,Não identificada na extração offline,,,,,"es não se subordinam às Cotas Subordinadas Mezanino e às Cotas Subordinadas Juniores para efeito de amortização, resgate e distribuição dos rendimentos da carteira do Fundo, nos termos do presente Regulamento. 7.5. As Cotas Seniores poderão ser divididas em Séries com valores e prazos diferenciados para amortização e remuneração. 7.6. As Cotas Subordinadas Mezanino são aquelas que se subordinam às Cotas Seniores par…","es não se subordinam às Cotas Subordinadas Mezanino e às Cotas Subordinadas Juniores para efeito de amortização, resgate e distribuição dos rendimentos da carteira do Fundo, nos termos do presente Regulamento. 7.5. As Cotas Seniores poderão ser divididas em Séries com valores e prazos diferenciados para amortização e remuneração. 7.6. As Cotas Subordinadas Mezanino são aquelas que se subordinam às Cotas Seniores par…","cursos oriundos dos Direitos Creditórios cedidos para a Conta do Fundo , nos termos previstos no Contrato de Cessão. 6.2. A cobrança dos Direitos Creditórios Inadimplidos será realizada pelo Agente de Cobrança nos termos da Política de Cobrança descrita no Anexo III a este Regulamento. CAPÍTULO VII – DA EMISSÃO, DA AMORTIZAÇÃO E DO RESGATE DE COTAS 7.1. As Cotas do Fundo correspondem a frações ideais do seu patrimôn…",evento de cota,525691_regulamento_regulamento_525691_2023-09-22.pdf · ID 525691 · 22/09/2023,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ANGÁ FGTS I - RESPONSABILIDADE LIMITADA,51.957.370/0001-52,1ª Série,,12/12/2023 14:00,Não identificada na extração offline,,,"R$ 119.665.000,00",,"., instituição financeira com sede na Cidade de São Paulo, Estado de São Paulo, na Avenida Brigadeiro Faria Lima n.º 3.500, 1º, 2º, 3º (parte), 4º e 5º andares, inscrita no CONFIDENCIAL CONFIDENCIAL CNPJ sob o nº 17.298.092/0001 -30 (“Coordenador” e quando em conjunto do Coordenador Líder, “Coordenadores”). (g) Remuneração dos Coordenadores . A remuneração do s Coordenadores pelos serviços de coordenação e distribui…","., instituição financeira com sede na Cidade de São Paulo, Estado de São Paulo, na Avenida Brigadeiro Faria Lima n.º 3.500, 1º, 2º, 3º (parte), 4º e 5º andares, inscrita no CONFIDENCIAL CONFIDENCIAL CNPJ sob o nº 17.298.092/0001 -30 (“Coordenador” e quando em conjunto do Coordenador Líder, “Coordenadores”). (g) Remuneração dos Coordenadores . A remuneração do s Coordenadores pelos serviços de coordenação e distribui…","mento. 7.4. A critério dos Coordenadores, atingido o patamar mínimo de distribuição de 560.937 (quinhentas e sessenta mil e novecentas e trinta e sete) Cotas Seniores da 1ª Série, poderá se dar por encerrado o período de distribuição de Cotas Seniores da 1ª Série e a Oferta. O saldo não colocado será cancelado. 8. Amortização e resgate. As Cotas Seniores da 1ª Série serão amortizadas segundo Regime de Caixa, em até…",evento de cota,568595_assembleia_assembleia_568595_2023-12-12.pdf · ID 568595 · 12/12/2023 14:00,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ANGÁ FGTS I - RESPONSABILIDADE LIMITADA,51.957.370/0001-52,1ª SÉRIE,,20/12/2023,Não identificada na extração offline,,,"R$ 119.665.000,00",,,,"ões das circunstâncias, revogação, modificação, suspensão ou cancelamento da Oferta, tal cronograma poderá ser alterado. Para informações sobre manifestação de aceitação à Oferta, manifestação de revogação da aceitação à Oferta, modificação da Oferta, suspensão da Oferta e cancelamento ou revogação da Oferta, e sobre os prazos, termos, condições e forma para devolução e reembolso dos valores dados em contrapartida à…",emissão,574128_emissao_emissao_574128_2023-12-20.pdf · ID 574128 · 20/12/2023,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ANGÁ FGTS I - RESPONSABILIDADE LIMITADA,51.957.370/0001-52,Cotas Seniores”: As cotas da subclasse sênior de emissão desta C,Sênior,04/09/2024,Não identificada na extração offline,,,,,"de Serviços Essenciais”). Foro Aplicável Foro da Cidade de São Paulo, Estado de São Paulo. Encerramento do Exercício Social Último Dia Útil do mês de setembro de cada ano. 3/93 alocação de recursos; (v) Assembleia Especial de Cotistas e demais procedimentos aplicáveis às manifestações de vontade dos Cotistas; (vi) remuneração dos prestadores de serviços; (vii) política de investimento e composição e diversificação d…","de Serviços Essenciais”). Foro Aplicável Foro da Cidade de São Paulo, Estado de São Paulo. Encerramento do Exercício Social Último Dia Útil do mês de setembro de cada ano. 3/93 alocação de recursos; (v) Assembleia Especial de Cotistas e demais procedimentos aplicáveis às manifestações de vontade dos Cotistas; (vi) remuneração dos prestadores de serviços; (vii) política de investimento e composição e diversificação d…","da classe de cotas, conforme aplicável, dispõe, sem prejuízo de outros requisitos e informações previstos na regulamentação, sobre as respectivas: (i) características gerais, incluindo a indicação dos demais prestadores de serviços; (ii) responsabilidade dos Cotistas e regime de insolvência; (iii) condições de resgate e amortização; (iv) ordem de Prazo de Duração Indeterminado. ADMINISTRADORA BANCO DAYCOVAL S.A., in…",evento de cota,731787_regulamento_regulamento_731787_2024-09-04.pdf · ID 731787 · 04/09/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ANGÁ FGTS I - RESPONSABILIDADE LIMITADA,51.957.370/0001-52,Cotas SenioresAs cotas da subclasse sênior de emissão desta Clas,Sênior,07/10/2024,Não identificada na extração offline,,,,,"s gerais, incluindo a indicação dos demais prestadores de serviços; (ii)responsabilidade dos cotistasCotistase regime de insolvência; (iii)condições de resgate e amortização; (iv)ordem de alocação de recursos; (v)Assembleia Especial de Cotistas e demais procedimentos aplicáveis às manifestações de vontade dos Cotistas; (vi)remuneração dos prestadores de serviços; (vii)política de investimento e composição e diversif…","s gerais, incluindo a indicação dos demais prestadores de serviços; (ii)responsabilidade dos cotistasCotistase regime de insolvência; (iii)condições de resgate e amortização; (iv)ordem de alocação de recursos; (v)Assembleia Especial de Cotistas e demais procedimentos aplicáveis às manifestações de vontade dos Cotistas; (vi)remuneração dos prestadores de serviços; (vii)política de investimento e composição e diversif…","Útil do mês de setembro de cada ano. 5/91 [ CLASSIFICAÇÃO: PÚBLICA ] requisitos e informações previstos na regulamentação, sobre as respectivas: (i)características gerais, incluindo a indicação dos demais prestadores de serviços; (ii)responsabilidade dos cotistasCotistase regime de insolvência; (iii)condições de resgate e amortização; (iv)ordem de alocação de recursos; (v)Assembleia Especial de Cotistas e demais pro…",evento de cota,753152_regulamento_regulamento_753152_2024-10-07.pdf · ID 753152 · 07/10/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ANGÁ FGTS I - RESPONSABILIDADE LIMITADA,51.957.370/0001-52,Cotas Seniores”: As cotas da subclasse sênior de emissão desta C,Sênior,21/03/2025,Não identificada na extração offline,,,,,uindo a indicação dos demais prestadores de serviços; (ii) responsabilidade dos cotistas (“Cotistas”) e regime de insolvência; (iii) condições de resgate e amortização; (iv) ordem de alocação de recursos; (v) Assembleia Especial de Cotistas e demais procedimentos aplicáveis às manifestações de vontade dos Cotistas; (vi) remuneração dos prestadores de serviços; (vii) política de investimento e composição e diversific…,uindo a indicação dos demais prestadores de serviços; (ii) responsabilidade dos cotistas (“Cotistas”) e regime de insolvência; (iii) condições de resgate e amortização; (iv) ordem de alocação de recursos; (v) Assembleia Especial de Cotistas e demais procedimentos aplicáveis às manifestações de vontade dos Cotistas; (vi) remuneração dos prestadores de serviços; (vii) política de investimento e composição e diversific…,"setembro de cada ano. 3/88 [ CLASSIFICAÇÃO: PÚBLICA ] requisitos e informações previstos na regulamentação, sobre as respectivas: (i) características gerais, incluindo a indicação dos demais prestadores de serviços; (ii) responsabilidade dos cotistas (“Cotistas”) e regime de insolvência; (iii) condições de resgate e amortização; (iv) ordem de alocação de recursos; (v) Assembleia Especial de Cotistas e demais procedi…",evento de cota,863171_regulamento_regulamento_863171_2025-03-21.pdf · ID 863171 · 21/03/2025,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS ANGÁ FGTS I - RESPONSABILIDADE LIMITADA,51.957.370/0001-52,Cotas Seniores”: As cotas da subclasse sênior de emissão desta C,Sênior,03/04/2025,Não identificada na extração offline,,,,,uindo a indicação dos demais prestadores de serviços; (ii) responsabilidade dos cotistas (“Cotistas”) e regime de insolvência; (iii) condições de resgate e amortização; (iv) ordem de alocação de recursos; (v) Assembleia Especial de Cotistas e demais procedimentos aplicáveis às manifestações de vontade dos Cotistas; (vi) remuneração dos prestadores de serviços; (vii) política de investimento e composição e diversific…,uindo a indicação dos demais prestadores de serviços; (ii) responsabilidade dos cotistas (“Cotistas”) e regime de insolvência; (iii) condições de resgate e amortização; (iv) ordem de alocação de recursos; (v) Assembleia Especial de Cotistas e demais procedimentos aplicáveis às manifestações de vontade dos Cotistas; (vi) remuneração dos prestadores de serviços; (vii) política de investimento e composição e diversific…,"s de setembro de cada ano. 3/88 Corporativo | Interno requisitos e informações previstos na regulamentação, sobre as respectivas: (i) características gerais, incluindo a indicação dos demais prestadores de serviços; (ii) responsabilidade dos cotistas (“Cotistas”) e regime de insolvência; (iii) condições de resgate e amortização; (iv) ordem de alocação de recursos; (v) Assembleia Especial de Cotistas e demais procedi…",evento de cota,1025473_regulamento_regulamento_1025473_2025-04-03.pdf · ID 1025473 · 03/04/2025,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,Cotas Seniores e da Subclasse de Cotas,Sênior,05/03/2024,Não identificada na extração offline,,,,,IAÇÃO DAS COTAS ................................................ 41 CAPÍTULO VIII - DO PATRIMÔNIO LÍQUIDO NEGATIVO E REGIME DE INSOLVÊNCIA ........................................................................................... 42 CAPÍTULO IX - DOS PRESTADORES DE SERVIÇO DA CLASSE A ................. 44 CAPÍTULO X – REMUNERAÇÃO DOS PRESTADORES DE SERVIÇO .............. 47 CAPÍTULO XI - DOS ENCARGOS DA CLASSE A ..…,IAÇÃO DAS COTAS ................................................ 41 CAPÍTULO VIII - DO PATRIMÔNIO LÍQUIDO NEGATIVO E REGIME DE INSOLVÊNCIA ........................................................................................... 42 CAPÍTULO IX - DOS PRESTADORES DE SERVIÇO DA CLASSE A ................. 44 CAPÍTULO X – REMUNERAÇÃO DOS PRESTADORES DE SERVIÇO .............. 47 CAPÍTULO XI - DOS ENCARGOS DA CLASSE A ..…,"V – COMPOSIÇÃO DO PATRIMÔNIO DA CLASSE A E DAS EMISSÕES DE COTAS ................................................................................ 32 CAPÍTULO V – CARACTERÍSTICAS, DIREITOS, CONDIÇÕES DE SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS ............................................................... 33 CAPÍTULO VI – AMORTIZAÇÃO, AMORTIZAÇÃO EXTRAORDINÁRIA E RESGATE DAS COTAS ......................................…",evento de cota,615964_regulamento_regulamento_615964_2024-03-05.pdf · ID 615964 · 05/03/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,1ª Série,,14/03/2024,Não identificada na extração offline,,,R$ 1.000,,"ontante ser aumentado em virtude do Lote Adicional, conforme definido abaixo; (iv) Distribuição Parcial e Montante Mínimo da Oferta: em virtude do regime da garantia firme de colocação, não haverá distribuição parcial e montante mínimo para a Oferta Pública; (v) Valor de Integralização: Valor Nominal Unitário, acrescido do Benchmark, calculada de forma pro rata temporis, desde a data da primeira integralização de Co…","ontante ser aumentado em virtude do Lote Adicional, conforme definido abaixo; (iv) Distribuição Parcial e Montante Mínimo da Oferta: em virtude do regime da garantia firme de colocação, não haverá distribuição parcial e montante mínimo para a Oferta Pública; (v) Valor de Integralização: Valor Nominal Unitário, acrescido do Benchmark, calculada de forma pro rata temporis, desde a data da primeira integralização de Co…","Prestadores de Serviços Essenciais da CLASSE A RESPONSABILIDADE LIMITADA DO CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO, classe de investimento em direitos creditórios inscrita no CNPJ sob o nº 54.218.673/0001-41 Classe constituída sob a forma de condomínio fechado, com prazo indeterminado de duração, pertencente ao CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO E…",evento de cota,622658_regulamento_regulamento_622658_2024-03-14.pdf · ID 622658 · 14/03/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,COTAS SENIORES DA 1ª (PRIMEIRA) SÉRIE DE,Sênior,14/03/2024,Não identificada na extração offline,,,"R$ 877.500.000,00",,,,,emissão,620348_emissao_emissao_620348_2024-03-14.pdf · ID 620348 · 14/03/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,Cotas Seniores e da Subclasse de Cotas Subordinadas,Sênior,14/03/2024,Não identificada na extração offline,,,,,NEGOCIAÇÃO DAS COTAS ................................................ 42 CAPÍTULO VIII - DO PATRIMÔNIO LÍQUIDO NEGATIVO E REGIME DE INSOLVÊNCIA ........................................................................................... 43 CAPÍTULO IX - DOS PRESTADORES DE SERVIÇO DA CLASSE A ................. 45 CAPÍTULO X REMUNERAÇÃO DOS PRESTADORES DE SERVIÇO .............. 48 CAPÍTULO XI - DOS ENCARGOS DA CLASSE A…,NEGOCIAÇÃO DAS COTAS ................................................ 42 CAPÍTULO VIII - DO PATRIMÔNIO LÍQUIDO NEGATIVO E REGIME DE INSOLVÊNCIA ........................................................................................... 43 CAPÍTULO IX - DOS PRESTADORES DE SERVIÇO DA CLASSE A ................. 45 CAPÍTULO X REMUNERAÇÃO DOS PRESTADORES DE SERVIÇO .............. 48 CAPÍTULO XI - DOS ENCARGOS DA CLASSE A…,"CAPÍTULO IV COMPOSIÇÃO DO PATRIMÔNIO DA CLASSE A E DAS EMISSÕES DE COTAS ................................................................................ 33 CAPÍTULO V CARACTERÍSTICAS, DIREITOS, CONDIÇÕES DE SUBSCRIÇÃO E INTEGRALIZAÇÃO DAS COTAS ............................................................... 34 CAPÍTULO VI AMORTIZAÇÃO, AMORTIZAÇÃO EXTRAORDINÁRIA E RESGATE DAS COTAS ..................................…",evento de cota,622660_regulamento_regulamento_622660_2024-03-14.pdf · ID 622660 · 14/03/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,COTAS SENIORES DA 1ª (PRIMEIRA) SÉRIE DE,Sênior,15/04/2024,Não identificada na extração offline,,,"R$ 1.000,00",,,,,emissão,640906_emissao_emissao_640906_2024-04-15.pdf · ID 640906 · 15/04/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,1ª Série,,22/04/2024,Não identificada na extração offline,,,"R$ 877.500.000,00",,,,,emissão,643240_emissao_emissao_643240_2024-04-22.pdf · ID 643240 · 22/04/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
CLOUDWALK BIG PICTURE I FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,54.218.673/0001-41,COTAS SENIORES DA,Sênior,25/04/2024,Não identificada na extração offline,,,"R$ 877.500.000,00",,"âmbito da Oferta serão subscritas e integralizadas à vista, em moeda corrente nacional, nos termos dos respectivos Apêndices, respeitado o Prazo de 4/4 Distribuição e as demais condições do Contrato de Distribuição, do Regulamento e seus Anexos e dos pedidos de reserva. II. RESUMO DE CUSTOS ESTIMADOS DA OFERTA E REMUNERAÇÃO DEVIDA PELA CLASSE AOS COORDENADORES A tabela abaixo contém os custos estimados da Oferta e a…","âmbito da Oferta serão subscritas e integralizadas à vista, em moeda corrente nacional, nos termos dos respectivos Apêndices, respeitado o Prazo de 4/4 Distribuição e as demais condições do Contrato de Distribuição, do Regulamento e seus Anexos e dos pedidos de reserva. II. RESUMO DE CUSTOS ESTIMADOS DA OFERTA E REMUNERAÇÃO DEVIDA PELA CLASSE AOS COORDENADORES A tabela abaixo contém os custos estimados da Oferta e a…","rie da Emissão. DATA DE INÍCIO DA OFERTA 15 de abril de 2024. DATA DE ENCERRAMENTO DA OFERTA 22 de abril de 2024. SUBSCRIÇÃO E INTEGRALIZAÇÃO As Cotas Seniores da 1ª Série no âmbito da Oferta serão subscritas e integralizadas à vista, em moeda corrente nacional, nos termos dos respectivos Apêndices, respeitado o Prazo de 4/4 Distribuição e as demais condições do Contrato de Distribuição, do Regulamento e seus Anexos…",emissão,644981_emissao_emissao_644981_2024-04-25.pdf · ID 644981 · 25/04/2024,triagem estruturada por evidência documental offline; campos vazios indicam ausência na extração
