Fundo,CNPJ,Critério,Chave,Limite/regra,Monitorabilidade IME,Métrica IME / proxy,Condição de alerta sugerida,Observação técnica,Fonte,Status curadoria
QUATÁ FDC FGTS FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS,55.401.645/0001-28,Hedges/derivativos permitidos,permitted_hedges,Regra textual de derivativos/hedge; verificar observação e fonte.,parcial,Posições mantidas em derivativos,Alerta se posição agregada em derivativos contrariar a regra textual,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção. | Extração local heurística; validar manualmente antes de ativar alerta. | estir em cotas de classes de fundos de investimento mencionados no item (iv) do item 3.3 acima que sejam administrados ou geridos pela Administradora desde que com a finalidade exclusiva de realizar a gestão de caixa e liquidez da Classe A. 3.4. A Classe A fará operações em mercados de derivativos, exclusivamente com o objetivo de proteger posições detidas à vista, até o limite dessas, ou desde que a operação com de…",1051890_regulamento_regulamento_1051890_2025-12-01.pdf · ID 1051890 · 01/12/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro
CRÉDITO UNIVERSITÁRIO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55.983.705/0001-68,Subordinação mínima,subordination_ratio_min,"07,00%",monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %","Alerta se proxy IME ficar abaixo de 07,00%","O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam. | Extração local heurística; validar manualmente antes de ativar alerta. | minado conforme fórmula abaixo: ((Valor dos Direitos Creditórios + Valor das Disponibilidades Comprometidas) * Fator de Ponderação de Direitos Creditórios Sênior + Valor das Disponibilidades Livres * Fator de Ponderação de Disponibilidades Sênior)/ Valor agregado das cotas sênior “Índices de Subordinação” Significam, em conjunto, o Índice de Subordinação Mezanino e o Índice de Subordinação Sênior. “Índice de Subordi…",1149324_regulamento_regulamento_1149324_2026-03-26.pdf · ID 1149324 · 26/03/2026,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro
CRÉDITO UNIVERSITÁRIO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55.983.705/0001-68,Subordinação mínima,subordination_ratio_min,50%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",Alerta se proxy IME ficar abaixo de 50%,"O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam. | Extração local heurística; validar manualmente antes de ativar alerta. | imento e know your client (conheça seu cliente). A Gestora se compromete a deter, a todo tempo, 66 Público diretamente ou através de seus acionistas diretos, desde que na proporção das respectivas participações societárias na Gestora, no mínimo, 50% (cinquenta por cento) das Cotas Subordinadas Júnior. 13.6.4. Enquanto existirem Cotas Seniores ou Cotas Subordinadas Mezanino em circulação, o Índice de Subordinação, a…",1149324_regulamento_regulamento_1149324_2026-03-26.pdf · ID 1149324 · 26/03/2026,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro
CRÉDITO UNIVERSITÁRIO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55.983.705/0001-68,Cobertura mínima de PDD/provisão,pdd_coverage_min,5%,monitoravel,PDD / Venc Total ou PDD / Venc > 90 d,Alerta se proxy IME ficar abaixo de 5%,"O Informe Mensal traz provisão e buckets de atraso; a aderência depende da definição exata do regulamento. | Extração local heurística; validar manualmente antes de ativar alerta. | reditórios ve ncidos pelo Agente de Cobrança as provisões relativas a tais Direitos Creditórios vencidos serão mantidas como se os mesmos ainda estivessem inadimplidos, exceto caso (i) a renegociação ocorra para Devedores que estejam em atraso no pagamento de Direitos Creditórios ao Fundo há menos de 90 (noventa) dias e (ii) o fluxo renegociado não seja objeto de novo inadimplemento, casos em que haverá a reversão d…",1149324_regulamento_regulamento_1149324_2026-03-26.pdf · ID 1149324 · 26/03/2026,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro
CRÉDITO UNIVERSITÁRIO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55.983.705/0001-68,Reserva ou caixa mínimo,minimum_cash_ratio,100%,parcial,Disponibilidades / PL ou Disponibilidades / amortização estimada,Alerta se proxy IME ficar abaixo de 100%,"O Informe Mensal traz caixa, mas cronogramas futuros e reservas regulatórias nem sempre são campos padronizados. | Extração local heurística; validar manualmente antes de ativar alerta. | ordinária em Direitos Creditórios, exceto após o resgate integral das Cotas Seniores e das Cotas Subordinadas Mezanino. 15.5.4 Sem prejuízo do disposto acima, as Cotas Subordinadas Júnior também poderão ser amortizadas sempre que assim for previamente decidido em Assembleia Geral. 15.6 Observada a ordem de alocação de recursos prevista no Capítulo 16 deste Regulamento, será constituída a Reserva de Liquidez, em Disp…",1149324_regulamento_regulamento_1149324_2026-03-26.pdf · ID 1149324 · 26/03/2026,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro
CRÉDITO UNIVERSITÁRIO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55.983.705/0001-68,Hedges/derivativos permitidos,permitted_hedges,Regra textual de derivativos/hedge; verificar observação e fonte.,parcial,Posições mantidas em derivativos,Alerta se posição agregada em derivativos contrariar a regra textual,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção. | Extração local heurística; validar manualmente antes de ativar alerta. | er alterado independentemente da realização de Assembleia Geral. Além disso, as condições previstas no Regulamento podem ser revistas por decisão dos Cotistas em Assembleia Geral. Tais alterações poderão afetar o modo de operação do Fundo de forma contrária ao interesse de parte dos Cotistas. 9.8.13 Risco de Utilização de Instrumentos Derivativos. A eventual contratação, pelo Fundo, de modalidades de operações de de…",1149324_regulamento_regulamento_1149324_2026-03-26.pdf · ID 1149324 · 26/03/2026,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro
CRÉDITO UNIVERSITÁRIO IV FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS - RESPONSABILIDADE LIMITADA,55.983.705/0001-68,Hedges/derivativos permitidos,permitted_hedges,Regra textual de derivativos/hedge; verificar observação e fonte.,parcial,Posições mantidas em derivativos,Alerta se posição agregada em derivativos contrariar a regra textual,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção. | Extração local heurística; validar manualmente antes de ativar alerta. | Geral. Tais alterações poderão afetar o modo de operação do Fundo de forma contrária ao interesse de parte dos Cotistas. 9.8.13 Risco de Utilização de Instrumentos Derivativos. A eventual contratação, pelo Fundo, de modalidades de operações de derivativos poderá ocorrer exclusivamente para proteção de posições detidas à vista pelo Fundo. A realização de operações pelo Fundo 47 Público no mercado de derivativos pode…",1149324_regulamento_regulamento_1149324_2026-03-26.pdf · ID 1149324 · 26/03/2026,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro
CLOUDWALK A.I. FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,57.609.282/0001-46,Subordinação mínima,subordination_ratio_min,"2,5%",monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %","Alerta se proxy IME ficar abaixo de 2,5%","O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam. | Extração local heurística; validar manualmente antes de ativar alerta. | as Subordinadas Mezanino em cada data de pagamento das Cotas Seniores e das Cotas Subordinadas Mezanino “Índice de Subordinação Mezanino Mínimo” Significa a razão mínima admitida entre o somatório do valor das Cotas Subordinadas Júnior em circulação da Classe A e o Patrimônio Líquido da Classe A, conforme apurada pelo Custodiante em cada Dia Útil, equivalente a, no mínimo, 2,5% (dois inteiros e cinco décimos por cen…",993693_regulamento_regulamento_993693_2025-09-04.pdf · ID 993693 · 04/09/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro
CLOUDWALK A.I. FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,57.609.282/0001-46,Subordinação mínima,subordination_ratio_min,3%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",Alerta se proxy IME ficar abaixo de 3%,"O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam. | Extração local heurística; validar manualmente antes de ativar alerta. | apurada pelo Custodiante em cada Dia Útil, equivalente a, no mínimo, 2,75% (dois inteiros e setenta e cinco centésimos por cento). “Índice de Subordinação Mezanino Target” Significa a razão mínima admitida entre o somatório do valor das Cotas Subordinadas Júnior em circulação da Classe A e o Patrimônio Líquido da Classe A, conforme apurada pelo Custodiante em cada Dia Útil, equivalente a, no mínimo, 3% (três por cen…",993693_regulamento_regulamento_993693_2025-09-04.pdf · ID 993693 · 04/09/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro
CLOUDWALK A.I. FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,57.609.282/0001-46,Subordinação mínima,subordination_ratio_min,"15,5%",monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %","Alerta se proxy IME ficar abaixo de 15,5%","O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam. | Extração local heurística; validar manualmente antes de ativar alerta. | Classe A, conforme apurada pelo Custodiante em cada Dia Útil, equivalente a, no mínimo, 3% (três por cento). “Índice de Subordinação Sênior Mínimo” Significa a razão mínima admitida entre o somatório do valor das Cotas Subordinadas em circulação da Classe A e o Patrimônio Líquido da Classe A, conforme apurada pelo Custodiante em cada Dia Útil, equivalente a, no mínimo, 15,5% (quinze inteiros e cinco décimos por cent…",993693_regulamento_regulamento_993693_2025-09-04.pdf · ID 993693 · 04/09/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro
CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,Subordinação mínima,subordination_ratio_min,"15,5%",monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %","Alerta se proxy IME ficar abaixo de 15,5%",O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam. | Extração local heurística; validar manualmente antes de ativar alerta. | Apêndice da respectiva Subclasse de Cotas Subordinadas Mezanino. “Índices de Subordinação Mezanino Ramp-Up” Significam os índices de subordinação mezanino ramp-up especificados no Apêndice da respectiva Subclasse de Cotas Subordinadas Mezanino. “Índices de Subordinação Mezanino Target” Significam os índices de subordinação mezanino target especificados no Apêndice da respectiva Subclasse de Cotas Subordinadas Mezani…,993687_regulamento_regulamento_993687_2025-09-04.pdf · ID 993687 · 04/09/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro
CLOUDWALK PI FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,60.356.171/0001-80,Subordinação mínima,subordination_ratio_min,16%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",Alerta se proxy IME ficar abaixo de 16%,"O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam. | Extração local heurística; validar manualmente antes de ativar alerta. | da Classe A, conforme apurada pelo Custodiante em cada Dia Útil, equivalente a, no mínimo, 16% (dezesseis por cento). “Índices de Subordinação” significam, em conjunto ou indistintamente, os Índices de Subordinação Mínimos, os Índices de Subordinação Ramp-Up e os o Índices de Subordinação Target. “Índices de Subordinação Mínimos” significam, em conjunto ou indistintamente, os Índices de Subordinação Mezanino Mínimos…",993687_regulamento_regulamento_993687_2025-09-04.pdf · ID 993687 · 04/09/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro
CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,Alocação mínima em direitos creditórios,credit_rights_allocation_min,67%,monitoravel,Dir Cred / PL,Alerta se proxy IME ficar abaixo de 67%,"O Informe Mensal traz direitos creditórios e PL. | Extração local heurística; validar manualmente antes de ativar alerta. | fundos de investimento conforme Ato Declaratório expedido pela Comissão de Valores Mobiliários (“CVM”) nº 2.528, de 29 de julho de 1993. “Agente de Cobrança Extraordinária” é o prestador de serviços contratado pelo Gestor para a cobrança dos Direitos Creditórios vencidos e não pagos. “Alocação Mínima”: é o percentual mínimo de 67% (sessenta e sete por cento) do patrimônio líquido da Classe que deverá ser alocado em…",983002_regulamento_regulamento_983002_2025-09-02.pdf · ID 983002 · 02/09/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro
CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,Hedges/derivativos permitidos,permitted_hedges,Regra textual de derivativos/hedge; verificar observação e fonte.,parcial,Posições mantidas em derivativos,Alerta se posição agregada em derivativos contrariar a regra textual,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção. | Extração local heurística; validar manualmente antes de ativar alerta. | o para os melhores interesses do Fundo e dos Cotistas. 5.13. O Fundo não poderá realizar: I. aquisição de ativos ou aplicação de recursos em modalidades de investimento de renda variável ou atrelados à variação cambial; e II. operações em mercado de derivativos, exceto para fins de proteção da carteira; 5.13.1. Para fins do previsto no inciso “II” do item 5.14 acima, o Fundo poderá realizar operações em mercados de…",983002_regulamento_regulamento_983002_2025-09-02.pdf · ID 983002 · 02/09/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro
CLOUDWALK BELA FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS SEGMENTO MEIOS DE PAGAMENTO,62.393.679/0001-83,Hedges/derivativos permitidos,permitted_hedges,Regra textual de derivativos/hedge; verificar observação e fonte.,parcial,Posições mantidas em derivativos,Alerta se posição agregada em derivativos contrariar a regra textual,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção. | Extração local heurística; validar manualmente antes de ativar alerta. | mobiliário s e demais operações estabelecidas na regulamentação em vigor. Referidos critérios de avaliação de ativos, tais como os de marcação a mercado ( mark-to-market), poderão ocasionar variações nos valores dos Direitos Creditórios e Ativos Financeiros integrante s da carteira do Fundo, resultando em aumento ou redução no valor das Cotas. (iv) Riscos do Uso de Derivativos. O Fundo poderá contratar instrumentos…",983002_regulamento_regulamento_983002_2025-09-02.pdf · ID 983002 · 02/09/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro
VTK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62.588.266/0001-54,Subordinação mínima,subordination_ratio_min,15%,monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %",Alerta se proxy IME ficar abaixo de 15%,"O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam. | Extração local heurística; validar manualmente antes de ativar alerta. | ido do Dia Útil imediatamente anterior. 3.20 Durante o prazo de duração do Fundo, a Gestora deverá fazer com que os índices e parâmetros abaixo sejam observados, sem prejuízo da realização do cálculo dos demais índices e parâmetros previstos no Relatório de Monitoramento: Índice de Monitoramento Valor Índice de Subordinação Sênior mínimo 15% (quinze por cento), conforme previsto no item 8.3.4 abaixo Índice de Subord…",1002580_regulamento_regulamento_1002580_2025-09-29.pdf · ID 1002580 · 29/09/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro
VTK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62.588.266/0001-54,Hedges/derivativos permitidos,permitted_hedges,Regra textual de derivativos/hedge; verificar observação e fonte.,parcial,Posições mantidas em derivativos,Alerta se posição agregada em derivativos contrariar a regra textual,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção. | Extração local heurística; validar manualmente antes de ativar alerta. | dores. 3.16 Não existe, por parte do Fundo, da Administradora , da Gestora, de quaisquer prestadores de serviços do Fundo ou de terceiros qualquer promessa ou garantia acerca da rentabilidade das aplicações dos recursos da Classe ou relativa à rentabilidade das Cotas. 3.17 O Fundo poderá alocar recursos da Classe em operações em mercados de derivativos, com o exclusivo objetivo de proteção, conforme Política de Hedg…",1002580_regulamento_regulamento_1002580_2025-09-29.pdf · ID 1002580 · 29/09/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro
VTK FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62.588.266/0001-54,Hedges/derivativos permitidos,permitted_hedges,Regra textual de derivativos/hedge; verificar observação e fonte.,parcial,Posições mantidas em derivativos,Alerta se posição agregada em derivativos contrariar a regra textual,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção. | Extração local heurística; validar manualmente antes de ativar alerta. | ise 90 Simples Assist. médica por acidente de trabalho 91 Auxílio-doença por acidente do trabalho 94 Auxílio-acidente por acidente do trabalho 95 Auxílio-suplementar por acidente do trabalho (*) 97 Pecúlio por morte acidente de trabalho 98 Abono anual de acidente de trabalho 99 Afastamento até 15 dias por acidente de trabalho Docusign Envelope ID: 58AA139E-7296-46DE-97B7-ADC2E6D91C5B ANEXO X - POLÍTICA DE HEDGE AO R…",1002580_regulamento_regulamento_1002580_2025-09-29.pdf · ID 1002580 · 29/09/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro
SUMUP SMART IV FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA,62.626.887/0001-85,Limite de concentração,concentration_limits,100%,nao_monitoravel,,Alerta se proxy IME ficar acima de 100%,"Limites por sacado, cedente ou grupo econômico exigem granularidade não disponível no IME público. | Extração local heurística; validar manualmente antes de ativar alerta. | Creditórios elegíveis para aquisição pelo Fundo poderão impactar negativamente na rentabilidade das Cotas em função da impossibilidade de aquisição de Ativos Financeiros com a mesma rentabilidade proporcionada pelos Direitos Creditórios. REGULAMENTO DO SUMUP SMART IV FIDC SEGMENTO MEIOS DE PAGAMENTO DE RESPONSABILIDADE LIMITADA, CNPJ/MF 62.626.887/0001-85- DATADO DE 31 DE MARÇO DE 2026 39 (ii) Risco de concentração…",1152823_regulamento_regulamento_1152823_2026-03-31.pdf · ID 1152823 · 31/03/2026,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro
ENDURANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62.838.025/0001-16,Alocação mínima em direitos creditórios,credit_rights_allocation_min,50%,monitoravel,Dir Cred / PL,Alerta se proxy IME ficar abaixo de 50%,"O Informe Mensal traz direitos creditórios e PL. | Extração local heurística; validar manualmente antes de ativar alerta. | edentes, enquanto prestadores de serviços contratados pelo Gestor em nome da Classe , para cobrar e receber Direitos Creditórios vencidos e não pagos pelos Devedores, conforme os termos e condições do Contrato de Prestação de Serviços de Cobrança. “Alocação Mínima” significa o montante que a Classe deverá alocar, para fins regulatórios, de no mínimo, 50% (cinquenta por cento) de seu Patrimônio Líquido na aquisição d…",1058234_regulamento_regulamento_1058234_2025-12-10.pdf · ID 1058234 · 10/12/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro
ENDURANCE FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,62.838.025/0001-16,Limite de concentração,concentration_limits,60%,nao_monitoravel,,Alerta se proxy IME ficar acima de 60%,"Limites por sacado, cedente ou grupo econômico exigem granularidade não disponível no IME público. | Extração local heurística; validar manualmente antes de ativar alerta. | o de Instrumentos de Pagamento emitidos por Emissores de Cartões. 6.5 Considerando que a Classe é destinada exclusivamente a Investidores Profissionais, a Classe poderá adquirir Direitos Creditórios de um único Devedor ou de empresas pertencentes ao mesmo grupo econômico, conforme facultado pelo art. 52, I, do Anexo Normativo II da Resolução CVM nº 175 , devendo observar o seguinte limite de concentração (“Limites d…",1058234_regulamento_regulamento_1058234_2025-12-10.pdf · ID 1058234 · 10/12/2025,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro
PINE INSS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,63.546.406/0001-94,Subordinação mínima,subordination_ratio_min,"14,50%",monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %","Alerta se proxy IME ficar abaixo de 14,50%","O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam. | Extração local heurística; validar manualmente antes de ativar alerta. | observado que referido índice deverá corresponder a um percentual mínimo inicialmente de 14,50% (quatorze inteiros e cinquenta centésimos por cento), e que terá como meta o percentual mínimo de 15,50% (quinze inteiros e cinquenta centésimos por cento) . O Índice de Subordinação deverá ser apurado e calculado diariamente pela Gestora. 6.8.3 Durante toda a vigência da Classe Única, deverá ser observado o índice de sub…",1130481_regulamento_regulamento_1130481_2026-03-05.pdf · ID 1130481 · 05/03/2026,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro
PINE INSS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,63.546.406/0001-94,Subordinação mínima,subordination_ratio_min,"9,50%",monitoravel,"Cotas Sub / PL %, Cotas MZ / PL % e Cotas SR / PL %","Alerta se proxy IME ficar abaixo de 9,50%","O Informe Mensal traz PL e classes/cotas; a subordinação pode ser recalculada por classe quando as cotas reconciliam. | Extração local heurística; validar manualmente antes de ativar alerta. | asse, observado que referido índice deverá corresponder a um percentual mínimo inicialmente de 9,50% (nove inteiros e cinquenta centésimos por cento), e que terá como meta o percentual mínimo de 10,50% (dez inteiros e cinquenta centésimos por cento). O Índice de Subordinação Mezanino A deverá ser apurado e calculado diariamente pela Gestora. 6.8.4 Durante toda a vigência da Classe, deverá ser observado o índice de s…",1130481_regulamento_regulamento_1130481_2026-03-05.pdf · ID 1130481 · 05/03/2026,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro
PINE INSS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,63.546.406/0001-94,Alocação mínima em direitos creditórios,credit_rights_allocation_min,67%,monitoravel,Dir Cred / PL,Alerta se proxy IME ficar abaixo de 67%,"O Informe Mensal traz direitos creditórios e PL. | Extração local heurística; validar manualmente antes de ativar alerta. | ITAL LTDA., sociedade limitada com sede na cidade de São Paulo, estado de São Paulo, na Av. Presidente Juscelino Kubitschek, nº 1.830, Torre 4, 4º andar, Conj. 44, CEP 04.543 -900, Vila Nova Conceição, inscrita no CNPJ sob o nº 42.603.664/0001-95. ""Alocação Mínima - Entidade de Investimento"" O percentual mínimo de 67% ( sessenta e sete por cento) do Patrimônio Líquido a ser mantido em Direitos Creditórios. ""Alocação…",1130481_regulamento_regulamento_1130481_2026-03-05.pdf · ID 1130481 · 05/03/2026,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro
PINE INSS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,63.546.406/0001-94,Hedges/derivativos permitidos,permitted_hedges,Regra textual de derivativos/hedge; verificar observação e fonte.,parcial,Posições mantidas em derivativos,Alerta se posição agregada em derivativos contrariar a regra textual,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção. | Extração local heurística; validar manualmente antes de ativar alerta. | Consiste no risco de distorção de preço entre o derivativo e seu ativo objeto, o que pode ocasionar aumento da volatilidade do Fundo, limitar as possibilidades de retornos adicionais nas operações, não produzir os efeitos pretendidos, bem como provocar perdas aos Cotistas. Mesmo para o Fundo, que utiliza derivativos exclusivamente para proteção das posições à vista, existe o risco da posição não representar um ""hedg…",1130481_regulamento_regulamento_1130481_2026-03-05.pdf · ID 1130481 · 05/03/2026,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro
PINE INSS III FUNDO DE INVESTIMENTO EM DIREITOS CREDITÓRIOS RESPONSABILIDADE LIMITADA,63.546.406/0001-94,Hedges/derivativos permitidos,permitted_hedges,Regra textual de derivativos/hedge; verificar observação e fonte.,parcial,Posições mantidas em derivativos,Alerta se posição agregada em derivativos contrariar a regra textual,"O IME mostra posições agregadas em derivativos, mas não valida integralmente elegibilidade contratual da proteção. | Extração local heurística; validar manualmente antes de ativar alerta. | omposta pelo Fluxo de Caixa Modelado e pelas operações de derivativos anteriormente celebradas , referentes à Unidade de Exposição e Proteção. Tal estimativa deve ser feita considerando (1) o cenário de fechamento dos futuros de DI na B3 no último Dia Útil do mês anterior (“Cenário de Mercado ”) e (2) a curva de juros correspondente ao Cenário de Mercado acrescido de 0,10% em cada vértice. 4.5. A ""Ineficiência do He…",1130481_regulamento_regulamento_1130481_2026-03-05.pdf · ID 1130481 · 05/03/2026,triagem estruturada por evidência documental offline; revisar antes de alerta contratual duro
